particle,mean_vx_px_per_frame,mean_vy_px_per_frame,mean_speed_px_per_frame,n_steps,rms_residual_speed_px_per_frame,mean_vx_px_per_s,mean_vy_px_per_s,mean_speed_px_per_s,mean_vx_um_per_s,mean_vy_um_per_s,mean_speed_um_per_s,rms_residual_speed_px_per_s,rms_residual_speed_um_per_s,D_m2_per_s,k_B_est_J_per_K,k_B_ratio_to_accepted
0,-0.0032771367230269794,-0.07216747439409522,0.3965655011500143,579,0.6241804263939933,-0.11378874129694279,-2.5057990459117745,13.769547330930799,-0.028447185324235697,-0.6264497614779436,3.4423868327326996,21.672792765252236,5.418198191313059,,,
1,-0.00017143421526233382,-0.00041447607449670204,0.39947351259718905,384,0.48631302489371847,-0.0059525388223387555,-0.01439143825867449,13.870519304399599,-0.0014881347055846889,-0.0035978595646686223,3.4676298260998997,16.885760850359695,4.221440212589924,,,
4,0.007555997568605014,0.00620166212146322,0.7095826763507963,276,0.9283000949271277,0.2623593475771033,0.21533411218144594,24.63812968825235,0.06558983689427582,0.053833528045361484,6.159532422063087,32.232435896059734,8.058108974014933,,,
5,-0.00066070020848735,-3.073948996645286e-05,1.1705481716043349,1344,1.4750904820259394,-0.022940832639097766,-0.0010673365706151763,40.64377361444572,-0.005735208159774441,-0.0002668341426537941,10.16094340361143,51.21809171690467,12.804522929226167,,,
6,-0.019400661244128883,-0.5763797410881157,1.0054027951014655,139,1.2019397178294895,-0.6736297597186431,-20.013057370061556,34.90959585151308,-0.16840743992966078,-5.003264342515389,8.72739896287827,41.73375088247553,10.433437720618883,,,
7,0.0006869409292112065,-0.0008708402591688872,0.43285481132391346,212,0.600861252651711,0.023851962944071513,-0.030237315478862103,15.029584758788923,0.005962990736017878,-0.007559328869715526,3.7573961896972308,20.86310441457271,5.215776103643178,,,
8,0.039898648616383176,-0.1391699236967908,0.6469921120126955,49,0.7355034493794403,1.3853608772580566,-4.83225809059997,22.464860113304812,0.34634021931451414,-1.2080645226499924,5.616215028326203,25.538150769352928,6.384537692338232,,,
9,0.015271403762228896,-0.15206585092514716,0.6208843372317004,526,0.7185336843259302,0.5302536814321117,-5.28003047582296,21.558345957359105,0.13256342035802793,-1.32000761895574,5.389586489339776,24.94892658716495,6.237231646791238,,,
10,-0.001666057219239758,0.011640987337019213,2.1540047382814698,122,2.7418419979490483,-0.057848838766442874,0.4041983623159811,74.7913525226092,-0.014462209691610719,0.10104959057899528,18.6978381306523,95.20223785278685,23.800559463196713,,,
11,-0.012599974609563767,0.0808425970756437,0.5618330127752189,33,0.6929674350033812,-0.43749631839327313,2.8070166556605005,19.507965869581152,-0.10937407959831828,0.7017541639151251,4.876991467395288,24.061215278187404,6.015303819546851,,,
12,-0.004386594340936928,0.00024272194875782813,1.1167351568969257,870,1.4667432087441863,-0.15231132870601202,0.008427791504769308,38.77527811777506,-0.038077832176503006,0.002106947876192327,9.693819529443765,50.92825769401564,12.73206442350391,,,
15,0.0033505478454008467,0.004150808585370198,0.48837820112848623,169,0.6610364112200636,0.1163377222880082,0.14412437570122402,16.9574678995833,0.02908443057200205,0.036031093925306006,4.239366974895825,22.95250627038305,5.738126567595763,,,
16,0.03300482240400017,-0.09914498755242919,1.0208261590723895,28,1.1013975950969677,1.1459934435116939,-3.4425122577954466,35.445125895311506,0.28649836087792346,-0.8606280644488616,8.861281473827876,38.242727296956915,9.560681824239229,,,
17,-0.00021070563231747455,5.8373272022768966e-05,0.31052219533522923,1339,0.40170395814447907,-0.007316120965327352,0.002026836751174584,10.78195166642983,-0.001829030241331838,0.000506709187793646,2.6954879166074575,13.947964834692602,3.4869912086731505,,,
18,-0.21947642543860088,-0.09544468994398644,1.1086087941395086,19,1.4418007983175831,-7.6206604440791,-3.3140305242350974,38.49311455011202,-1.905165111019775,-0.8285076310587743,9.623278637528005,50.06220731918312,12.51555182979578,,,
19,0.14199772984321377,-0.0560084183608128,0.6276639800138023,26,0.808134741172188,4.930445175616069,-1.944724302324142,21.793748714039243,1.2326112939040172,-0.4861810755810355,5.448437178509811,28.06005448298071,7.015013620745178,,,
20,0.0022667752382134906,0.0004965810551176247,0.4316401040526901,1309,0.5470344200992507,0.07870696982124882,0.017242287395794167,14.987407692917506,0.019676742455312205,0.004310571848948542,3.7468519232293764,18.994129134686183,4.748532283671546,,,
21,-0.03637230860114076,-0.2547055854603908,0.6750251366028717,299,0.7700968439815942,-1.2629192992488096,-8.843887338355689,23.43822279312491,-0.3157298248122024,-2.210971834588922,5.859555698281228,26.739302616728914,6.684825654182228,,,
22,0.00034805023287684967,5.3578424641154306e-05,0.3249487567445231,1343,0.411710288391823,0.012085000185949974,0.0018603500603901599,11.282870731683332,0.0030212500464874936,0.00046508751509753997,2.820717682920833,14.295404633540878,3.5738511583852195,,,
23,0.06329324767967819,-0.00622786904278314,0.3046680320932085,20,0.39650107553894737,2.197668145933786,-0.21624406890351622,10.578683410340386,0.5494170364834465,-0.054061017225879054,2.6446708525850964,13.767310344863331,3.4418275862158327,,,
24,0.034165216809226656,-0.11647596070443064,1.0113770026164541,116,1.3301446385016176,1.186284658049968,-4.044278307579241,35.11703228484852,0.296571164512492,-1.0110695768948101,8.77925807121213,46.18528213805317,11.546320534513292,,,
26,0.000228902222173945,-0.00033852691121591,0.6395672810650024,1344,0.8444234636345102,0.007947942958323718,-0.011754331411238828,22.207055133139015,0.0019869857395809296,-0.002938582852809707,5.551763783284754,29.32007150431746,7.330017876079365,,,
