particle,mean_vx_px_per_frame,mean_vy_px_per_frame,mean_speed_px_per_frame,n_steps,rms_residual_speed_px_per_frame,mean_vx_px_per_s,mean_vy_px_per_s,mean_speed_px_per_s,mean_vx_um_per_s,mean_vy_um_per_s,mean_speed_um_per_s,rms_residual_speed_px_per_s,rms_residual_speed_um_per_s,D_m2_per_s,k_B_est_J_per_K,k_B_ratio_to_accepted
0,-3.5520200108126526e-05,-7.474395698174365e-05,0.0717527919523003,1463,0.1258208355927072,-0.0012333323881543693,-0.0025952596743201027,2.4914004421677713,-0.0003083330970385923,-0.0006488149185800257,0.6228501105419428,4.36875105344998,1.092187763362495,,,
1,-0.002016623788335062,0.001456372158428369,0.7822521175824384,685,1.0539531191365252,-0.07002121117857003,0.05056815408494983,27.161358026697428,-0.01750530279464251,0.012642038521237457,6.790339506674357,36.59536020265843,9.148840050664608,,,
2,0.1638609782961334,0.07441024731209361,0.7870914737505794,115,0.9331687294254213,5.6895808883983445,2.5836726071705147,27.32939015156762,1.4223952220995861,0.6459181517926287,6.832347537891905,32.40148462310948,8.10037115577737,,,
3,0.010245747958451276,0.06120531174166371,0.6189623969864332,370,0.7126789023090101,0.3557528606133452,2.1251708342940474,21.491612348162935,0.0889382151533363,0.5312927085735119,5.372903087040734,24.74563684597345,6.186409211493363,,,
4,0.00047815291909095083,0.0003916049560968969,0.3854858432317722,1056,0.4784092385917626,0.016602425656675995,0.013597307285596454,13.384839448693596,0.004150606414168999,0.0033993268213991135,3.346209862173399,16.61132558238318,4.152831395595795,,,
6,-1.927362734081045e-05,6.49346948330618e-05,0.6403990326834111,1463,0.8322781479931806,-0.0006692188885276205,0.002254662473993572,22.235935212833404,-0.00016730472213190512,0.000563665618498393,5.558983803208351,28.898361854619218,7.224590463654804,,,
8,0.011704032288246211,-0.004334706770431648,0.43393572393720464,371,0.6181294742907053,0.40638740911248494,-0.15050968848292767,15.06711620654762,0.10159685227812124,-0.03762742212073192,3.766779051636905,21.46269160632187,5.365672901580467,,,
9,-0.14967278933941575,0.06500531865332033,2.8839841622106617,35,3.2887955591981934,-5.196938591443193,2.2571146742805888,100.1376980802786,-1.2992346478607983,0.5642786685701472,25.03442452006965,114.19355940647968,28.54838985161992,,,
10,0.18997712448935505,0.19343513155717865,0.7588062461722652,173,0.8608119778139087,6.596385716519387,6.716454637928357,26.347270479593394,1.6490964291298467,1.6791136594820892,6.586817619898349,29.88911349365454,7.472278373413635,,,
12,0.00047117429364635586,0.00016242313878757445,0.41521921426010044,1081,0.5285356663505931,0.01636011382398877,0.00563965622498216,14.417241557539208,0.004090028455997192,0.00140991405624554,3.604310389384802,18.351815407025295,4.587953851756324,,,
13,0.012300975869956087,0.012579160167142563,0.48278502699395737,1463,0.5723729284892047,0.42711448415661524,0.43677359932352405,16.763261707284187,0.10677862103915381,0.10919339983088101,4.190815426821047,19.873932823002168,4.968483205750542,,,
14,0.04041038082780601,0.04495520997856105,0.6283606034168941,283,0.7369499316031572,1.4031292431030802,1.5609348008755968,21.8179368718414,0.35078231077577005,0.3902337002188992,5.45448421796035,25.588375525124828,6.397093881281207,,,
16,0.013860672245482712,0.0018482728828603402,0.505085321605776,39,0.6176478141030314,0.48127026170765075,0.06417573103867673,17.537572536795757,0.12031756542691269,0.016043932759669182,4.384393134198939,21.445967401285458,5.361491850321364,,,
17,-0.001142822161899852,0.006121075213255071,0.19649820157396033,159,0.3323966858941299,-0.03968107110548666,0.21253597355464257,6.822810555051051,-0.009920267776371665,0.05313399338866064,1.7057026387627627,11.541477727615979,2.8853694319039946,,,
18,0.0003919436545229445,-0.0005997430779515557,0.16572592016180931,321,0.2179747757188312,0.013609067572345679,-0.020824279152633917,5.754335399858343,0.0034022668930864196,-0.005206069788158479,1.4385838499645858,7.568520162509257,1.8921300406273143,,,
20,0.034447827426978016,0.08693302641859349,0.8085737275462788,54,1.1965831335844872,1.1960974639195308,3.0184885433064035,28.07529696786189,0.2990243659798827,0.7546221358266009,7.018824241965473,41.547759564320565,10.386939891080141,,,
21,0.10443053520597746,0.09468537496800877,0.5544973679004519,52,0.6315498972364597,3.6260370434219498,3.2876655896392006,19.25325760823949,0.9065092608554874,0.8219163974098002,4.813314402059873,21.928675531844355,5.482168882961089,,,
